id,gender,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,is_recid,is_violent_recid,decile_score.1,score_text,v_decile_score,v_score_text,priors_count.1,event,label
2910,1,42,0,0,4,0,0,0,-1,0,0,4,-1,1,-1,0,0,0
2917,1,26,0,0,4,0,1,3,-4,1,0,4,-1,4,-1,3,0,0
2929,1,22,0,0,3,0,0,0,0,0,0,3,-1,5,0,0,0,0
2935,1,69,0,0,1,0,0,0,-3,0,0,1,-1,1,-1,0,0,0
2943,1,42,0,0,1,0,0,0,-7,0,0,1,-1,1,-1,0,0,0
2946,1,25,0,0,3,0,0,1,-1,0,0,3,-1,2,-1,1,0,0
2954,1,21,0,0,4,0,0,0,-1,0,0,4,-1,7,0,0,0,0
2956,1,46,0,0,5,0,0,9,0,0,0,5,0,2,-1,9,0,0
2963,1,34,0,0,4,0,0,0,-1,0,0,4,-1,3,-1,0,0,0
2983,0,25,0,0,4,0,0,0,-1,0,0,4,-1,3,-1,0,0,0
2988,1,57,0,0,1,0,0,2,-11,0,0,1,-1,1,-1,2,0,0
2990,1,55,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3010,1,58,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3035,1,25,0,0,4,0,0,4,-1,0,0,4,-1,4,-1,4,0,0
3038,0,64,0,0,3,0,0,7,123,0,0,3,-1,1,-1,7,0,0
3064,1,42,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
3069,1,35,0,0,2,0,1,1,-1,0,0,2,-1,1,-1,1,0,0
3074,1,34,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3075,1,46,0,0,1,0,0,5,-93,0,0,1,-1,1,-1,5,0,0
3078,0,33,0,0,2,0,0,1,-1,0,0,2,-1,2,-1,1,0,0
3093,0,24,0,0,5,0,0,1,-1,0,0,5,0,4,-1,1,0,0
3107,1,46,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3122,1,46,0,0,4,0,1,2,-1,1,0,4,-1,1,-1,2,1,0
3136,0,33,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3137,1,48,0,0,8,0,0,2,-1,1,1,8,1,5,0,2,0,0
3152,0,43,0,0,8,0,0,7,-21,0,0,8,1,4,-1,7,0,0
3153,1,32,0,0,3,0,0,0,0,0,0,3,-1,2,-1,0,0,0
3156,1,49,0,0,1,0,0,4,-11,0,0,1,-1,2,-1,4,0,0
3157,1,24,0,0,4,0,0,0,-1,0,0,4,-1,5,0,0,0,0
3159,1,42,0,0,2,0,0,0,-1,0,0,2,-1,1,-1,0,0,0
3163,1,39,0,0,3,0,0,0,0,0,0,3,-1,3,-1,0,0,0
3169,1,53,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3186,0,27,0,0,3,0,0,2,-34,0,0,3,-1,3,-1,2,0,0
3192,1,37,0,0,1,0,0,0,-3,0,0,1,-1,1,-1,0,0,0
3203,0,24,0,0,8,0,0,0,-1,0,0,8,1,5,0,0,0,0
3205,1,49,0,0,1,0,0,2,-1,0,0,1,-1,1,-1,2,0,0
3215,1,52,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3217,1,26,0,0,2,0,0,0,-1,0,0,2,-1,3,-1,0,0,0
3229,1,26,0,0,5,0,0,2,-1,0,0,5,0,6,0,2,0,0
3234,1,39,0,0,1,0,0,8,-56,0,0,1,-1,3,-1,8,0,0
3237,1,41,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3246,1,30,0,0,3,0,0,0,-1,0,0,3,-1,2,-1,0,0,0
3247,1,34,0,0,6,0,0,1,-1,0,0,6,0,4,-1,1,0,0
3250,1,52,0,0,1,0,0,2,-1,0,0,1,-1,1,-1,2,0,0
3261,0,49,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
3265,0,47,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3283,1,70,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3293,0,27,0,0,3,0,0,0,-4,0,0,3,-1,2,-1,0,0,0
3298,1,31,0,0,5,0,0,6,-1,0,0,5,0,5,0,6,0,0
3305,0,49,0,0,2,0,0,3,1025,1,0,2,-1,1,-1,3,1,0
3306,1,33,0,0,3,0,0,1,0,0,0,3,-1,2,-1,1,0,0
3312,1,61,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
3314,1,30,0,0,4,0,0,2,-1,0,0,4,-1,3,-1,2,0,0
3315,1,62,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3318,1,48,0,0,6,0,0,9,-1,0,0,6,0,1,-1,9,0,0
3319,0,40,0,0,2,0,0,0,-1,0,0,2,-1,1,-1,0,0,0
3320,1,24,0,0,4,0,0,0,-1,0,0,4,-1,5,0,0,0,0
3324,1,63,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3339,1,59,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3345,0,34,0,0,3,0,0,2,-1,0,0,3,-1,2,-1,2,0,0
3356,1,60,0,0,1,0,0,3,-120,0,0,1,-1,2,-1,3,0,0
3377,0,37,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3384,1,21,0,0,8,1,2,1,-1,0,0,8,1,9,1,1,0,0
3390,1,48,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3392,1,48,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3407,1,53,0,0,1,0,0,1,-2,0,0,1,-1,1,-1,1,0,0
3411,0,27,0,0,2,0,0,0,-1,0,0,2,-1,2,-1,0,0,0
3412,1,25,0,0,2,0,0,0,-1,0,0,2,-1,3,-1,0,0,0
3417,1,28,0,0,3,0,0,3,-1,0,0,3,-1,2,-1,3,0,0
3423,0,33,0,0,2,0,0,2,-29,0,0,2,-1,1,-1,2,0,0
3427,0,42,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3437,0,21,0,0,6,0,0,0,-1,0,0,6,0,7,0,0,0,0
3439,1,36,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3445,1,28,0,0,3,0,0,1,-25,0,0,3,-1,4,-1,1,0,0
3451,1,46,0,0,2,0,0,2,266,0,0,2,-1,1,-1,2,0,0
3458,1,37,0,0,2,0,0,1,-1,0,0,2,-1,3,-1,1,0,0
3463,1,39,0,0,3,0,0,1,-3,0,0,3,-1,4,-1,1,0,0
3475,1,43,0,0,5,0,0,5,-1,0,0,5,0,6,0,5,0,0
3483,1,39,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3487,1,49,0,0,6,0,0,7,0,0,0,6,0,4,-1,7,0,0
3488,1,36,0,0,1,0,0,2,-4,0,0,1,-1,1,-1,2,0,0
3500,1,25,0,0,6,0,0,2,0,0,0,6,0,6,0,2,0,0
3511,1,23,0,0,3,0,0,0,0,0,0,3,-1,4,-1,0,0,0
3515,1,40,0,0,1,0,0,4,0,0,0,1,-1,1,-1,4,0,0
3523,1,53,0,0,1,0,0,1,-12,0,0,1,-1,1,-1,1,0,0
3525,1,56,0,0,2,0,0,5,-45,0,0,2,-1,1,-1,5,0,0
3531,0,33,0,0,3,0,0,2,-1,0,0,3,-1,2,-1,2,0,0
3534,1,56,0,0,1,0,0,1,-65,0,0,1,-1,1,-1,1,0,0
3535,1,32,0,0,2,0,0,2,-1,0,0,2,-1,2,-1,2,0,0
3540,1,23,0,0,2,0,0,0,-4,1,0,2,-1,3,-1,0,1,0
3552,1,28,0,0,3,0,0,0,0,0,0,3,-1,2,-1,0,0,0
3554,1,67,0,0,1,0,0,3,-1,0,0,1,-1,1,-1,3,0,0
3560,1,40,0,0,3,0,0,4,-80,0,0,3,-1,4,-1,4,0,0
3566,1,22,0,0,9,0,0,1,-1,0,0,9,1,9,1,1,0,0
3568,1,36,0,0,7,0,0,9,-42,0,0,7,0,3,-1,9,0,0
3576,1,46,0,0,2,0,0,4,-5,0,0,2,-1,1,-1,4,0,0
3584,1,26,0,0,5,0,0,0,-1,0,0,5,0,4,-1,0,0,0
3593,1,61,0,0,4,0,0,1,0,0,0,4,-1,2,-1,1,0,0
3596,1,57,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3611,1,61,0,0,6,0,0,10,-1,0,0,6,0,5,0,10,0,0
3620,0,53,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3626,1,50,0,0,7,0,0,0,-1,0,0,7,0,2,-1,0,0,0
3627,1,44,0,3,7,0,0,16,-1,0,0,7,0,3,-1,16,0,0
3630,1,50,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3631,0,36,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3634,1,39,0,0,3,0,0,0,-1,0,0,3,-1,2,-1,0,0,0
3641,1,26,0,0,6,0,0,0,-1,0,0,6,0,2,-1,0,0,0
3645,1,34,0,0,1,0,0,0,-1,0,0,1,-1,2,-1,0,0,0
3659,1,66,0,0,1,0,0,1,331,0,0,1,-1,2,-1,1,0,0
3671,1,34,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3678,1,35,0,0,2,0,0,1,-1,0,0,2,-1,1,-1,1,0,0
3697,1,54,0,0,1,0,0,0,-1,0,0,1,-1,2,-1,0,0,0
3698,1,49,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3699,1,42,0,0,2,0,0,1,0,0,0,2,-1,1,-1,1,0,0
3703,1,74,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3705,1,75,0,0,1,0,0,2,0,0,0,1,-1,1,-1,2,0,0
3714,1,53,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
3721,0,64,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
3736,1,44,0,0,2,0,0,4,-1,0,0,2,-1,3,-1,4,0,0
3737,0,27,0,0,2,0,0,0,0,0,0,2,-1,2,-1,0,0,0
3738,1,28,0,0,9,0,0,14,-1,0,0,9,1,3,-1,14,0,0
3739,1,55,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
3747,1,37,0,0,6,0,0,1,-1,0,0,6,0,4,-1,1,0,0
3769,1,54,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3774,1,61,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3776,0,42,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3780,1,24,0,0,3,0,0,2,-18,0,0,3,-1,5,0,2,0,0
3783,1,38,0,0,1,0,0,0,-7,0,0,1,-1,1,-1,0,0,0
3785,1,21,0,0,3,1,1,1,-1,1,0,3,-1,6,0,1,0,0
3788,1,39,0,0,4,0,0,0,-1,0,0,4,-1,1,-1,0,0,0
3789,1,29,0,0,1,0,0,0,-1,0,0,1,-1,2,-1,0,0,0
3790,1,29,0,0,3,0,0,1,-2,0,0,3,-1,4,-1,1,0,0
3792,1,65,0,0,4,0,0,6,-61,0,0,4,-1,1,-1,6,0,0
3801,1,61,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3835,0,62,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3836,1,48,0,0,3,0,0,0,-1,0,0,3,-1,2,-1,0,0,0
3841,1,56,0,0,2,0,0,1,0,0,0,2,-1,1,-1,1,0,0
3855,1,60,0,0,1,0,0,3,0,0,0,1,-1,1,-1,3,0,0
3860,1,53,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3862,1,32,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3863,1,26,0,0,2,0,0,0,-1,0,0,2,-1,3,-1,0,0,0
3864,1,61,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3872,1,21,0,0,4,0,0,1,-5,0,0,4,-1,5,0,1,0,0
3879,1,41,0,0,2,0,0,0,0,0,0,2,-1,1,-1,0,0,0
3882,1,22,0,0,3,0,0,0,-2,0,0,3,-1,5,0,0,0,0
3898,1,53,0,0,1,0,0,2,-32,0,0,1,-1,1,-1,2,0,0
3902,1,26,0,0,4,0,0,5,0,0,0,4,-1,4,-1,5,0,0
3912,1,35,0,0,2,0,0,4,0,0,0,2,-1,4,-1,4,0,0
3930,1,45,0,0,2,0,0,2,-1,0,0,2,-1,1,-1,2,0,0
3938,1,33,0,0,6,0,0,3,-1,0,0,6,0,6,0,3,0,0
3941,1,37,0,0,3,0,0,0,-1,0,0,3,-1,1,-1,0,0,0
3952,1,37,0,0,4,0,0,0,-1,0,0,4,-1,1,-1,0,0,0
3958,1,44,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3963,1,49,0,0,1,0,0,1,-22,0,0,1,-1,1,-1,1,0,0
3965,1,67,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
3972,1,31,0,0,7,0,0,6,-1,0,0,7,0,3,-1,6,0,0
3975,1,28,0,0,2,0,0,1,-1,0,0,2,-1,2,-1,1,0,0
3977,1,55,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
3978,0,24,0,0,3,0,0,1,0,0,0,3,-1,4,-1,1,0,0
3979,1,42,0,0,3,0,0,0,-1,0,0,3,-1,1,-1,0,0,0
3984,1,25,0,0,7,0,0,0,256,0,0,7,0,5,0,0,0,0
4003,1,26,0,0,2,0,0,0,-1,0,0,2,-1,3,-1,0,0,0
4005,1,35,0,0,2,0,0,4,-1,0,0,2,-1,3,-1,4,0,0
4006,1,54,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
4011,1,27,0,0,6,0,0,0,-3,0,0,6,0,5,0,0,0,0
4016,1,27,0,0,7,0,0,4,-42,0,0,7,0,2,-1,4,0,0
4022,0,22,0,0,7,1,1,2,0,0,0,7,0,5,0,2,0,0
4023,0,33,0,0,1,0,0,0,-2,0,0,1,-1,1,-1,0,0,0
4032,1,28,0,0,4,0,1,2,-1,0,0,4,-1,3,-1,2,0,0
4058,1,45,0,0,1,0,0,1,0,0,0,1,-1,1,-1,1,0,0
4061,0,52,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4062,1,26,0,0,2,0,0,0,0,1,0,2,-1,3,-1,0,1,0
4064,0,33,0,0,4,0,0,2,-1,0,0,4,-1,2,-1,2,0,0
4068,0,55,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4073,1,26,0,0,2,0,0,0,-1,0,0,2,-1,3,-1,0,0,0
4081,1,27,0,0,3,0,0,1,-1,0,0,3,-1,2,-1,1,0,0
4085,1,55,0,0,3,0,0,1,0,0,0,3,-1,2,-1,1,0,0
4117,0,48,0,0,1,0,0,1,0,0,0,1,-1,1,-1,1,0,0
4120,1,39,0,0,1,0,0,2,-26,0,0,1,-1,1,-1,2,0,0
4122,0,25,0,0,6,0,0,0,-1,0,0,6,0,4,-1,0,0,0
4123,1,51,0,0,1,0,0,1,-83,0,0,1,-1,1,-1,1,0,0
4130,1,57,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4140,0,41,0,0,1,0,0,1,0,0,0,1,-1,1,-1,1,0,0
4164,0,40,0,0,4,0,0,4,-1,1,0,4,-1,1,-1,4,0,0
4168,1,50,0,0,4,0,0,10,-1,0,0,4,-1,2,-1,10,0,0
4169,1,35,0,0,3,0,0,2,0,1,0,3,-1,4,-1,2,0,0
4178,1,27,0,0,3,0,0,0,-1,0,0,3,-1,4,-1,0,0,0
4182,1,32,0,0,5,0,0,0,0,0,0,5,0,2,-1,0,0,0
4183,1,59,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4186,1,59,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
4191,0,35,0,0,4,0,0,2,0,0,0,4,-1,2,-1,2,0,0
4199,1,22,0,1,4,0,0,2,-1,0,0,4,-1,6,0,2,0,0
4203,1,34,0,0,4,0,0,2,-1,0,0,4,-1,2,-1,2,0,0
4252,1,47,0,0,1,0,0,2,-25,0,0,1,-1,1,-1,2,0,0
4255,1,27,0,0,5,0,0,0,-1,0,0,5,0,6,0,0,0,0
4258,1,25,0,0,2,0,0,0,-1,0,0,2,-1,3,-1,0,0,0
4275,1,53,0,0,3,0,0,1,283,0,0,3,-1,1,-1,1,0,0
4288,1,51,0,0,1,0,0,2,0,0,0,1,-1,1,-1,2,0,0
4299,0,51,0,0,9,0,0,14,0,0,0,9,1,6,0,14,0,0
4300,1,53,0,0,1,0,0,1,-21,0,0,1,-1,1,-1,1,0,0
4319,1,56,0,0,4,0,0,2,-4,0,0,4,-1,1,-1,2,0,0
4324,1,22,0,0,5,0,2,0,-3,0,0,5,0,6,0,0,0,0
4337,1,41,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4356,1,23,0,0,2,0,0,0,-1,0,0,2,-1,4,-1,0,0,0
4360,1,51,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4365,1,43,0,0,5,0,0,1,0,0,0,5,0,3,-1,1,0,0
4371,1,57,0,0,1,0,0,0,-3,0,0,1,-1,1,-1,0,0,0
4381,1,55,0,0,1,0,0,1,-3,0,0,1,-1,1,-1,1,0,0
4389,1,25,0,0,6,0,0,1,-1,0,0,6,0,3,-1,1,0,0
4390,1,66,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4400,1,73,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4411,1,50,0,0,3,0,0,1,-1,0,0,3,-1,1,-1,1,0,0
4414,1,34,0,0,2,0,0,0,-1,0,0,2,-1,2,-1,0,0,0
4416,1,58,0,0,2,0,0,3,-1,0,0,2,-1,1,-1,3,0,0
4418,1,48,0,0,4,0,0,3,-7,0,0,4,-1,1,-1,3,0,0
4419,0,20,0,0,3,0,0,0,-2,1,1,3,-1,6,0,0,1,0
4426,0,43,0,0,2,0,0,0,0,0,0,2,-1,1,-1,0,0,0
4432,1,22,0,0,7,0,3,0,-1,0,0,7,0,10,1,0,0,0
4437,1,71,0,0,1,0,0,1,-28,0,0,1,-1,1,-1,1,0,0
4438,0,61,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4439,0,22,0,0,5,0,0,2,-22,0,0,5,0,5,0,2,0,0
4441,0,54,0,0,2,0,0,1,-22,0,0,2,-1,1,-1,1,0,0
4442,1,24,0,0,9,2,0,6,-1,0,0,9,1,7,0,6,0,0
4443,0,28,0,0,5,0,0,0,-1,0,0,5,0,3,-1,0,0,0
4444,0,25,0,0,10,0,0,2,0,0,0,10,1,8,1,2,0,0
4451,1,49,0,0,1,0,0,1,0,0,0,1,-1,1,-1,1,0,0
4461,1,64,0,0,1,0,0,8,-1,0,0,1,-1,1,-1,8,0,0
4469,1,58,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4471,1,27,0,0,1,0,0,0,-1,0,0,1,-1,2,-1,0,0,0
4502,1,49,0,0,1,0,0,1,0,0,0,1,-1,1,-1,1,0,0
4505,1,22,0,0,6,0,0,0,-1,0,0,6,0,5,0,0,0,0
4510,1,54,0,0,1,0,0,2,-1,1,0,1,-1,1,-1,2,0,0
4521,0,27,0,0,5,0,0,0,0,0,0,5,0,3,-1,0,0,0
4524,1,20,0,0,4,0,2,0,-3,0,0,4,-1,7,0,0,0,0
4536,0,44,0,0,1,0,0,1,-3,0,0,1,-1,1,-1,1,0,0
4541,1,30,0,0,2,0,0,3,21,0,0,2,-1,2,-1,3,0,0
4557,1,33,0,0,5,0,0,3,-42,0,0,5,0,3,-1,3,0,0
4558,1,33,0,0,1,0,0,0,-1,0,0,1,-1,2,-1,0,0,0
4569,1,37,0,0,5,0,0,5,-105,0,0,5,0,1,-1,5,0,0
4576,0,30,0,0,3,0,0,1,-43,0,0,3,-1,2,-1,1,0,0
4584,1,62,0,0,1,0,0,3,-1,0,0,1,-1,1,-1,3,0,0
4591,1,25,0,0,9,2,1,9,0,0,0,9,1,9,1,9,0,0
4609,1,50,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4620,1,41,0,0,2,0,0,0,0,0,0,2,-1,1,-1,0,0,0
4625,1,27,0,0,6,0,0,5,414,0,0,6,0,3,-1,5,0,0
4626,0,24,0,0,5,0,0,1,0,0,0,5,0,4,-1,1,0,0
4628,1,25,0,0,9,0,0,1,0,0,0,9,1,9,1,1,0,0
4641,0,35,0,0,4,0,0,1,-1,0,0,4,-1,2,-1,1,0,0
4647,1,21,0,0,6,0,1,1,-21,0,0,6,0,8,1,1,0,0
4648,1,41,0,0,1,0,0,1,0,0,0,1,-1,1,-1,1,0,0
4655,1,31,0,0,8,0,0,10,185,0,0,8,1,4,-1,10,0,0
4659,1,52,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4662,0,32,0,0,2,0,0,0,-1,0,0,2,-1,2,-1,0,0,0
4668,0,65,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
4670,0,27,0,0,3,0,0,0,0,0,0,3,-1,3,-1,0,0,0
4679,1,40,0,0,2,0,0,0,0,0,0,2,-1,1,-1,0,0,0
4682,1,27,0,0,2,0,0,1,-1,0,0,2,-1,2,-1,1,0,0
4692,1,47,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4694,1,44,0,0,4,0,0,2,-2,0,0,4,-1,1,-1,2,0,0
4701,1,38,0,0,10,0,0,17,-1,0,0,10,1,8,1,17,0,0
4718,1,39,0,0,1,0,0,1,-29,0,0,1,-1,1,-1,1,0,0
4719,1,29,0,0,1,0,0,0,0,0,0,1,-1,2,-1,0,0,0
4720,0,28,0,0,8,0,0,3,0,0,0,8,1,3,-1,3,0,0
4722,1,26,0,0,5,0,0,0,-2,0,0,5,0,3,-1,0,0,0
4749,1,47,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
4750,1,30,0,0,4,0,0,4,-25,0,0,4,-1,2,-1,4,0,0
4763,1,24,0,0,3,0,2,1,-1,0,0,3,-1,4,-1,1,0,0
4765,1,45,0,0,1,0,0,3,-1,0,0,1,-1,1,-1,3,0,0
4767,1,39,0,0,2,0,0,3,0,0,0,2,-1,1,-1,3,0,0
4769,1,40,0,0,3,0,0,1,-1,0,0,3,-1,1,-1,1,0,0
4774,1,61,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
4780,1,23,0,0,6,0,0,2,-20,0,0,6,0,7,0,2,0,0
4797,1,33,0,0,4,0,0,9,0,0,0,4,-1,3,-1,9,0,0
4802,1,56,0,0,5,0,0,7,-38,0,0,5,0,1,-1,7,0,0
4811,1,65,0,0,2,0,0,3,-1,0,0,2,-1,2,-1,3,0,0
4812,0,22,0,0,9,0,0,0,-1,0,0,9,1,7,0,0,0,0
4828,1,25,0,0,6,0,0,2,-29,0,0,6,0,5,0,2,0,0
4831,1,33,0,0,4,0,0,10,0,0,0,4,-1,2,-1,10,0,0
4833,1,25,0,0,5,0,0,2,-1,0,0,5,0,6,0,2,0,0
4837,1,41,0,0,1,0,0,2,-3,0,0,1,-1,1,-1,2,0,0
4841,1,55,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
4870,1,24,0,0,2,0,0,1,-8,0,0,2,-1,3,-1,1,0,0
4884,1,31,0,0,1,0,0,0,-1,0,0,1,-1,2,-1,0,0,0
4891,0,27,0,0,4,0,0,1,-66,0,0,4,-1,3,-1,1,0,0
4925,1,62,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
4934,1,26,0,0,2,0,0,0,0,0,0,2,-1,3,-1,0,0,0
4948,1,29,0,0,4,0,0,1,-1,0,0,4,-1,2,-1,1,0,0
4949,1,46,0,0,4,0,0,4,0,0,0,4,-1,1,-1,4,0,0
4980,1,29,0,0,3,0,0,1,-1,0,0,3,-1,2,-1,1,0,0
4982,1,38,0,0,1,0,0,2,-1,0,0,1,-1,2,-1,2,0,0
4996,1,27,0,0,1,0,0,1,0,0,0,1,-1,2,-1,1,0,0
4998,1,33,0,0,2,0,0,1,-1,0,0,2,-1,2,-1,1,0,0
5009,0,29,0,0,2,0,0,0,-1,0,0,2,-1,2,-1,0,0,0
5012,1,29,0,0,1,0,0,0,-1,0,0,1,-1,2,-1,0,0,0
5035,1,43,0,0,5,0,0,4,-1,0,0,5,0,1,-1,4,0,0
5037,0,24,0,0,9,0,1,2,-2,0,0,9,1,4,-1,2,0,0
5045,0,40,0,0,10,0,0,5,16,0,0,10,1,3,-1,5,0,0
5049,0,26,0,0,2,0,0,0,-2,0,0,2,-1,2,-1,0,0,0
5051,1,30,0,0,3,1,1,3,-1,0,0,3,-1,3,-1,3,0,0
5052,1,44,0,0,4,0,0,0,0,0,0,4,-1,1,-1,0,0,0
5065,1,42,0,0,4,0,0,2,-43,0,0,4,-1,5,0,2,0,0
5068,1,31,0,0,7,0,0,0,0,0,0,7,0,6,0,0,0,0
5079,1,26,0,0,2,0,0,3,-123,0,0,2,-1,3,-1,3,0,0
5086,1,46,0,0,1,0,0,0,-1,1,1,1,-1,1,-1,0,0,0
5108,1,55,0,0,1,0,0,0,0,0,0,1,-1,1,-1,0,0,0
5127,0,25,0,0,4,0,0,0,-1,0,0,4,-1,3,-1,0,0,0
5143,0,23,0,0,6,0,0,1,0,0,0,6,0,4,-1,1,0,0
5151,0,54,0,0,2,0,0,2,-3,0,0,2,-1,1,-1,2,0,0
5162,0,41,0,0,3,0,0,0,-1,0,0,3,-1,1,-1,0,0,0
5166,1,40,0,1,9,0,0,9,-1,0,0,9,1,6,0,9,0,0
5167,1,29,0,0,8,0,1,8,-54,0,0,8,1,4,-1,8,0,0
5171,1,33,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
5181,1,50,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
5182,1,52,0,0,1,0,0,1,-1,0,0,1,-1,1,-1,1,0,0
5187,1,71,0,0,2,0,0,13,-1,0,0,2,-1,1,-1,13,0,0
5189,0,39,0,0,4,0,0,1,-1,0,0,4,-1,1,-1,1,0,0
5198,1,27,0,0,4,0,0,0,0,0,0,4,-1,3,-1,0,0,0
5205,1,24,0,0,9,0,0,8,0,1,0,9,1,9,1,8,1,0
5209,1,26,0,0,3,0,0,0,-1,0,0,3,-1,3,-1,0,0,0
5215,1,29,0,0,2,0,0,0,-1,0,0,2,-1,3,-1,0,0,0
5218,1,46,0,0,3,0,0,2,-1,0,0,3,-1,1,-1,2,0,0
5244,1,43,0,0,1,0,0,2,-26,0,0,1,-1,1,-1,2,0,0
5246,0,53,0,0,1,0,0,0,-2,0,0,1,-1,1,-1,0,0,0
5251,1,21,0,0,3,0,0,1,-1,0,0,3,-1,5,0,1,0,0
5258,1,55,0,0,3,0,0,3,0,0,0,3,-1,1,-1,3,0,0
5262,0,48,0,0,1,0,0,2,-66,0,0,1,-1,1,-1,2,0,0
5266,1,50,0,0,3,0,0,2,0,0,0,3,-1,6,0,2,0,0
5272,1,42,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
5276,1,48,0,0,1,0,0,1,0,0,0,1,-1,1,-1,1,0,0
5290,1,67,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
5298,1,28,0,0,4,1,0,9,-1,0,0,4,-1,3,-1,9,0,0
5309,0,25,0,0,4,0,0,0,0,0,0,4,-1,4,-1,0,0,0
5322,1,50,0,0,1,0,0,0,-1,0,0,1,-1,1,-1,0,0,0
5332,1,39,0,0,3,0,0,5,-21,0,0,3,-1,2,-1,5,0,0
5335,1,52,0,0,2,0,0,7,-23,0,0,2,-1,1,-1,7,0,0
