loan_amnt,int_rate,emp_length,annual_inc,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,label,ownership_MORTGAGE,ownership_NONE,ownership_OTHER,ownership_OWN,ownership_RENT,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding,gender
13000,8.9,10.0,45600.0,11.42,0.0,36.7,13.0,0,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6000,16.990000000000002,10.0,80000.0,24.9,0.0,59.0,18.0,0,17.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24250,17.56,10.0,75000.0,14.29,1.0,54.40000000000001,29.0,0,14.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5000,14.16,10.0,76692.0,11.28,0.0,16.1,15.0,0,13.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,15.61,1.0,170000.0,16.3,1.0,41.6,22.0,1,7.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,7.69,9.0,35000.0,17.490000000000002,0.0,8.5,23.0,0,8.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29325,22.45,2.0,70000.0,7.41,2.0,27.1,35.0,0,17.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8750,9.99,8.0,66000.0,24.89,0.0,65.7,40.0,0,10.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20000,6.54,1.0,120000.0,15.31,0.0,40.90000000000001,16.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25975,12.35,8.0,80000.0,7.87,0.0,37.3,26.0,0,9.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7000,8.9,0.0,84396.0,0.17,0.0,3.0,26.0,0,25.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13750,15.61,10.0,39000.0,31.23,0.0,72.7,20.0,0,28.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,14.09,10.0,70000.0,15.84,0.0,55.2,29.0,0,24.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14000,13.11,6.0,85000.0,7.67,0.0,31.3,18.0,1,17.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14075,13.11,10.0,55764.0,18.76,0.0,35.5,21.0,1,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,8.9,10.0,68000.0,26.01,0.0,28.6,35.0,0,30.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33000,17.990000000000006,6.0,133000.0,12.87,0.0,88.80000000000003,41.0,0,13.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16000,6.3900000000000015,4.0,119170.0,18.81,0.0,82.60000000000002,41.0,0,28.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22475,12.12,6.0,71500.0,12.34,0.0,37.1,9.0,0,6.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5000,16.29,10.0,82000.0,4.01,0.0,74.5,11.0,0,28.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27000,14.47,7.0,220000.0,6.04,0.0,30.70000000000001,15.0,0,20.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21000,22.95,5.0,73500.0,13.89,0.0,88.30000000000003,26.0,1,22.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4200,21.0,1.0,48000.0,23.88,0.0,62.3,7.0,0,4.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000,18.25,10.0,90168.0,16.96,0.0,59.90000000000001,26.0,0,13.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11800,12.49,10.0,65000.0,11.37,0.0,29.1,35.0,0,18.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15000,13.11,5.0,65000.0,12.63,0.0,53.3,19.0,0,8.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,6.91,4.0,70000.0,15.17,0.0,32.300000000000004,28.0,0,18.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,8.9,0.0,95000.0,26.42,0.0,62.0,34.0,1,24.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10000,6.03,0.0,63132.0,8.34,0.0,3.9,17.0,0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6000,6.62,10.0,60000.0,11.46,0.0,16.7,21.0,0,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9450,13.11,10.0,55000.0,23.39,0.0,92.8,46.0,0,15.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,15.8,4.0,32000.0,21.53,0.0,64.0,19.0,0,6.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,14.09,5.0,83000.0,12.4,0.0,80.80000000000003,20.0,1,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15000,6.62,2.0,46000.0,20.14,0.0,45.1,23.0,0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,5.79,5.0,78000.0,1.43,0.0,0.0,28.0,0,11.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24375,12.12,0.0,62000.0,1.97,0.0,1.4,21.0,0,20.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
25475,23.28,10.0,99877.0,15.54,8.0,89.9,27.0,0,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4000,15.8,8.0,78000.0,16.8,0.0,69.8,30.0,0,29.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1200,13.61,0.0,14400.0,24.33,1.0,57.8,14.0,1,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14000,17.76,0.0,68750.0,21.700000000000006,0.0,24.9,34.0,0,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3600,21.0,7.0,33000.0,14.8,1.0,28.9,42.0,0,12.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17050,21.18,0.0,42760.0,23.18,0.0,79.9,13.0,1,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8575,15.8,6.0,33000.0,25.35,0.0,74.5,12.0,0,6.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15000,11.99,7.0,55000.0,34.69,0.0,58.7,32.0,0,15.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,23.28,0.0,40000.0,14.28,0.0,71.10000000000002,22.0,1,19.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6000,9.67,10.0,40000.0,14.04,0.0,54.3,8.0,1,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3950,22.15,10.0,39000.0,29.75,0.0,47.40000000000001,21.0,0,12.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,19.24,7.0,42000.0,28.74,0.0,64.7,18.0,0,13.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14000,13.66,0.0,112000.0,14.08,0.0,39.90000000000001,43.0,0,17.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30000,17.1,10.0,93000.0,13.61,0.0,47.0,46.0,0,17.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,15.8,3.0,45000.0,10.08,0.0,33.5,33.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6000,13.35,10.0,62000.0,13.34,0.0,63.0,25.0,0,25.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17500,12.12,3.0,75000.0,23.33,0.0,78.5,22.0,0,15.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,18.62,1.0,72000.0,14.77,0.0,79.5,32.0,0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7500,12.54,1.0,87360.0,20.95,0.0,93.2,25.0,0,18.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,12.12,7.0,53000.0,13.45,0.0,66.7,23.0,0,13.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20100,18.75,2.0,63000.0,24.14,0.0,92.4,14.0,0,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20000,23.5,10.0,98689.0,29.78,0.0,44.5,28.0,1,13.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,5.42,0.0,33600.0,21.43,0.0,17.900000000000006,29.0,0,22.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20700,14.33,7.0,47000.0,28.82,0.0,58.3,17.0,0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15250,19.200000000000006,10.0,65000.0,24.92,4.0,34.5,18.0,1,12.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4800,14.09,10.0,99000.0,23.56,0.0,96.8,31.0,0,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9000,12.61,7.0,50000.0,7.15,0.0,56.40000000000001,10.0,0,7.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4200,7.49,0.0,50426.0,16.400000000000002,0.0,59.0,10.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32350,11.99,2.0,200000.0,27.07,0.0,63.2,54.0,0,16.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,7.9,4.0,20400.0,25.88,0.0,88.4,18.0,1,28.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000,11.14,4.0,98000.0,12.64,0.0,83.2,20.0,0,18.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8400,17.1,0.0,50000.0,18.51,0.0,63.2,23.0,0,8.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,17.27,10.0,87000.0,10.92,0.0,0.0,33.0,0,20.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8800,15.31,3.0,55000.0,18.13,0.0,91.7,29.0,0,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11975,20.49,5.0,135000.0,14.87,0.0,23.0,43.0,0,20.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,11.14,8.0,71015.04000000001,10.26,0.0,24.700000000000006,7.0,0,20.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3500,10.62,10.0,40000.0,20.01,0.0,0.0,16.0,0,12.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9000,7.51,10.0,57037.0,16.43,0.0,45.40000000000001,16.0,0,11.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,17.76,0.0,75000.0,24.54,0.0,63.8,37.0,0,21.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16425,11.55,2.0,37000.0,27.96,1.0,74.8,20.0,0,17.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6300,15.22,10.0,24000.0,9.65,0.0,24.8,21.0,1,12.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22000,10.99,10.0,75000.0,17.6,0.0,70.4,39.0,0,22.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000,11.99,5.0,175000.0,29.59,0.0,63.6,42.0,1,18.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7200,15.8,8.0,52000.0,21.74,0.0,37.9,16.0,1,17.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7000,9.76,10.0,72000.0,22.45,0.0,62.90000000000001,30.0,0,15.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9050,19.52,6.0,25300.0,22.91,0.0,39.2,13.0,0,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18000,15.61,0.0,90000.0,20.69,0.0,52.2,24.0,1,9.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19000,13.11,10.0,65000.0,14.9,1.0,54.6,21.0,0,15.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,14.64,10.0,108000.0,6.2,1.0,30.5,32.0,0,14.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15000,9.99,10.0,112000.0,5.19,1.0,5.7,29.0,0,18.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3250,14.26,5.0,50000.0,19.200000000000006,0.0,49.1,16.0,0,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3300,15.31,0.0,72000.0,26.75,0.0,69.4,32.0,0,38.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9175,16.400000000000002,10.0,75000.0,20.42,1.0,56.2,25.0,0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4500,21.0,3.0,35000.0,8.61,0.0,72.4,10.0,1,14.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7800,6.91,0.0,79000.0,15.05,0.0,51.40000000000001,32.0,0,16.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8400,12.49,2.0,42700.0,13.38,0.0,85.30000000000003,8.0,0,10.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18000,18.49,7.0,52000.0,19.73,0.0,78.60000000000002,12.0,0,7.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,14.3,7.0,240000.0,4.58,0.0,82.10000000000002,21.0,0,11.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8000,9.99,4.0,55000.0,9.86,0.0,70.60000000000002,13.0,1,7.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21000,8.9,10.0,140000.0,5.300000000000002,0.0,35.30000000000001,12.0,0,7.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4000,9.76,0.0,63000.0,2.7,0.0,8.1,17.0,0,19.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24000,11.36,7.0,73600.0,14.46,0.0,48.6,26.0,0,17.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16000,11.49,2.0,75000.0,8.03,0.0,40.8,19.0,0,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12000,8.9,2.0,60000.0,12.2,0.0,34.0,24.0,0,31.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3000,16.990000000000002,10.0,45000.0,24.59,0.0,53.40000000000001,20.0,0,14.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3500,18.24,0.0,55999.0,13.78,0.0,59.40000000000001,14.0,1,10.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4000,9.99,6.0,46000.0,22.700000000000006,0.0,54.7,21.0,0,8.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21000,25.57,10.0,76000.0,20.83,0.0,88.10000000000002,36.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7200,18.75,10.0,94606.0,12.02,0.0,96.5,23.0,1,27.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,15.61,10.0,35000.0,17.830000000000005,0.0,26.0,32.0,0,17.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30000,8.9,10.0,104000.0,6.65,0.0,38.6,46.0,0,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10000,15.61,0.0,180000.0,6.01,0.0,91.0,15.0,0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12800,9.99,6.0,116000.0,21.83,0.0,42.7,21.0,0,15.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28000,17.57,0.0,215000.0,1.26,1.0,25.3,15.0,0,24.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25000,20.99,10.0,110000.0,16.400000000000002,0.0,99.9,43.0,0,16.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11200,5.79,3.0,180000.0,21.77,0.0,0.8,53.0,0,26.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14000,10.64,0.0,100000.0,8.82,0.0,65.9,21.0,1,13.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16000,15.61,2.0,67000.0,20.73,0.0,58.3,14.0,0,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1000,6.03,7.0,200000.0,2.49,0.0,36.1,20.0,0,20.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
12000,10.99,10.0,70000.0,27.45,0.0,65.3,19.0,0,10.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,7.9,4.0,50000.0,20.69,0.0,27.0,16.0,0,7.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24000,15.31,10.0,95000.0,16.330000000000002,0.0,88.80000000000003,20.0,0,22.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7775,11.99,10.0,47000.0,24.0,0.0,62.3,28.0,0,17.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
13200,19.29,0.0,150000.0,3.46,0.0,87.60000000000002,19.0,0,8.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2875,22.15,0.0,30000.0,21.64,0.0,96.4,26.0,1,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18500,18.25,2.0,84000.0,16.82,1.0,67.9,35.0,0,37.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17000,15.8,0.0,55842.0,21.42,0.0,76.0,14.0,1,7.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9600,10.64,7.0,65000.0,14.68,0.0,54.7,23.0,0,14.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10450,25.83,4.0,36000.0,4.800000000000002,0.0,86.9,4.0,1,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22750,23.28,10.0,58000.0,17.17,1.0,92.2,20.0,1,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11000,9.32,7.0,90000.0,6.43,0.0,20.8,14.0,0,16.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8000,7.62,4.0,63000.0,8.74,0.0,8.0,18.0,0,8.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000,7.62,7.0,75000.0,9.96,0.0,65.7,17.0,0,19.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7000,13.53,10.0,78000.0,12.94,0.0,52.8,15.0,0,18.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35000,8.9,10.0,106000.0,12.09,0.0,60.2,28.0,0,19.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,17.14,2.0,55000.0,13.29,0.0,64.3,12.0,0,19.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18000,11.71,2.0,52000.0,7.45,0.0,22.700000000000006,14.0,0,10.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8700,14.3,9.0,70439.0,10.04,0.0,69.8,8.0,0,6.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,12.12,0.0,80000.0,22.71,0.0,78.5,35.0,1,17.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
7000,7.9,10.0,47000.0,14.37,0.0,82.4,16.0,1,15.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6500,14.33,3.0,42200.0,22.01,0.0,34.2,48.0,0,21.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14400,8.9,5.0,80000.0,19.26,0.0,82.9,28.0,0,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8000,17.77,7.0,50000.0,20.52,0.0,97.3,10.0,0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1000,10.75,0.0,49560.0,14.5,0.0,86.5,20.0,0,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25000,15.95,3.0,78000.0,5.58,0.0,81.4,29.0,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15850,23.4,3.0,52000.0,17.240000000000002,1.0,34.300000000000004,23.0,0,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21325,19.05,10.0,55000.0,29.19,0.0,57.90000000000001,23.0,1,14.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,12.12,0.0,40500.0,18.22,0.0,56.3,19.0,0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9000,11.99,10.0,62500.0,5.11,0.0,81.9,17.0,0,15.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15500,13.05,8.0,53000.0,34.37,0.0,50.2,35.0,1,28.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9600,11.14,5.0,69000.0,9.3,0.0,58.1,25.0,0,12.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8875,18.49,5.0,38500.0,5.7700000000000005,0.0,31.3,12.0,0,13.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17000,8.6,5.0,83000.0,16.67,0.0,26.8,37.0,0,12.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11100,17.77,10.0,40600.0,21.9,2.0,80.0,36.0,0,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8500,14.33,10.0,62687.0,4.08,0.0,55.3,19.0,0,31.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16025,24.08,1.0,90000.0,17.36,1.0,36.2,46.0,0,22.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19000,10.16,10.0,72000.0,23.42,0.0,49.90000000000001,25.0,0,24.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24925,16.990000000000002,2.0,75000.0,14.0,0.0,46.0,26.0,0,20.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4550,12.84,9.0,29976.0,21.18,0.0,64.3,6.0,0,11.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19200,25.57,6.0,60000.0,28.09,0.0,63.1,30.0,1,8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21000,16.29,1.0,125000.0,9.4,0.0,89.4,17.0,1,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2400,11.86,4.0,78000.0,19.51,1.0,62.0,50.0,0,12.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24000,7.62,7.0,65000.0,16.43,0.0,53.5,23.0,0,15.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30000,15.31,2.0,72000.0,17.57,1.0,67.60000000000001,32.0,1,30.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3000,12.53,0.0,60000.0,12.98,0.0,83.7,7.0,0,13.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20000,8.9,0.0,50000.0,0.6000000000000001,0.0,1.1,11.0,1,7.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
10800,14.49,3.0,50000.0,21.39,0.0,95.4,25.0,0,13.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,23.76,2.0,60000.0,13.92,0.0,86.5,11.0,1,9.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7125,13.11,4.0,21000.0,22.74,0.0,51.1,10.0,1,9.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13200,25.83,1.0,42000.0,0.0,0.0,0.0,5.0,1,12.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9400,16.32,0.0,100000.0,8.870000000000003,0.0,77.80000000000003,14.0,0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10000,16.2,10.0,55000.0,17.650000000000006,0.0,69.5,19.0,0,9.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,10.37,8.0,40000.0,20.49,0.0,68.8,15.0,0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20000,12.12,6.0,42000.0,16.97,0.0,29.6,21.0,1,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16225,14.09,7.0,38000.0,30.51,0.0,61.8,25.0,1,22.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,19.200000000000006,4.0,280000.0,3.93,1.0,62.6,37.0,0,24.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17000,20.200000000000006,0.0,43000.0,23.87,0.0,48.3,35.0,1,13.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
