index,gender,num_of_prev_attempts,studied_credits,disability,A Level or Equivalent,HE Qualification,Lower Than A Level,No Formal quals,Post Graduate Qualification,0-10%,20-Oct,20-30%,30-40%,40-50%,50-60%,60-70%,70-80%,80-90%,90-100%,0-35,35-55,55<=,label
16783,1,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
16784,1,0,120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16785,1,0,60,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16786,0,1,180,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
16787,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
16788,1,1,180,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
16789,1,0,60,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16790,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16791,1,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
16792,1,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16793,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16794,0,1,180,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16795,1,0,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
16796,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
16797,1,1,120,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16798,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16799,1,0,180,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
16800,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
16801,1,0,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
16802,1,1,120,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16803,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
16804,1,1,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16805,0,0,70,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16806,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
16807,0,0,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16808,0,0,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16809,0,0,150,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16810,0,1,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16811,1,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
16812,1,0,120,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16814,0,0,60,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
16815,0,0,120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16816,1,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
16817,1,0,90,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
16818,1,1,120,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16820,1,0,240,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16821,1,1,180,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16822,1,0,60,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
16823,0,0,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16824,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
16825,1,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
16826,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
16827,1,1,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
16828,1,1,150,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16829,0,1,180,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16830,1,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16831,1,0,120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
16832,1,1,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16833,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16834,0,1,210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16835,1,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16836,0,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
16837,0,0,150,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16838,1,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16839,1,0,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16840,1,0,120,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
16841,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16842,1,1,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16843,1,1,210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16845,1,1,120,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16846,0,0,90,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16847,1,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16848,0,0,120,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
16849,1,0,120,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16850,1,0,120,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16851,1,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16852,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16853,1,1,120,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16854,1,1,120,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16855,1,1,180,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16856,0,0,120,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16857,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16858,0,1,120,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
16859,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
16860,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16861,0,0,120,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
16862,1,1,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16863,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16864,0,0,120,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16865,0,1,120,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16866,1,1,120,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16867,0,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
16868,1,0,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16869,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16870,1,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
16872,0,1,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16873,1,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
16874,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16875,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16876,1,0,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
16877,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
16878,1,1,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16879,0,1,120,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16880,1,0,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16881,1,0,120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16882,0,0,120,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
16883,1,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
16884,0,0,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
16885,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
16886,1,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16887,1,1,150,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16888,0,0,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
16889,0,1,180,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16890,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
16891,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
16892,1,0,180,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16893,0,1,120,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
16894,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
16896,0,1,120,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16897,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16898,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16899,1,1,210,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16900,1,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
16901,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16902,1,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16903,0,0,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
16904,1,0,60,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
16905,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16906,1,1,120,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
16907,1,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16908,0,0,120,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
16909,1,1,135,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16910,0,1,180,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16911,1,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16912,0,1,120,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16913,0,0,60,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
16914,1,0,60,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16915,1,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
16916,0,1,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
16917,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16918,1,0,90,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16919,1,0,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16920,1,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16921,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16922,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16923,0,1,120,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16925,1,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
16926,0,0,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16927,1,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16928,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16929,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16930,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16931,1,1,120,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16932,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
16933,1,0,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
16935,1,0,150,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16936,1,0,120,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16937,1,1,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16938,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
16939,0,0,60,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
16940,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16941,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16942,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16943,1,1,180,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
16944,1,1,180,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16945,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
16947,1,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16948,1,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16949,1,1,120,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16951,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16952,1,1,120,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
16953,1,0,60,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
16954,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
16955,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16956,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
16957,0,0,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
16958,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16959,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16960,1,0,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16961,1,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16962,0,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16963,1,0,90,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16964,1,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
16965,1,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16966,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16967,1,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16968,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
16969,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
16970,0,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16971,0,0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
16972,0,0,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16973,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
16974,1,0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
16975,0,0,120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
16976,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
16977,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16978,0,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16979,1,0,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16980,1,0,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16981,1,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16982,1,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16983,1,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16985,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
16986,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
16987,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
16988,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16989,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
16990,1,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
16991,1,0,60,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16992,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16994,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
16995,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
16996,0,0,60,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16997,1,0,120,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
16998,0,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
16999,0,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17000,1,0,90,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17001,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
17002,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17003,1,0,90,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
17004,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
17005,1,0,120,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17006,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17007,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
17008,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
17009,1,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
17010,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17011,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17012,1,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17013,0,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17014,1,0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
17016,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17017,0,0,60,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17018,1,0,60,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
17019,0,0,60,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
17020,0,0,60,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
17021,1,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17022,0,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
17023,1,0,90,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17024,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17025,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
17026,1,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
17027,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
17028,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17029,1,0,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
17030,1,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
17031,0,0,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
17032,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17033,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17034,1,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
17035,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
17036,0,0,120,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
17037,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
17038,0,0,90,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17039,0,0,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
17040,1,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17041,0,0,60,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17042,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17043,1,0,60,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17044,0,0,60,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
17045,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17046,1,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
17047,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17048,0,0,60,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17049,1,0,60,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17050,1,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17051,0,0,60,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17053,1,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
17054,1,0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17055,0,0,60,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
17056,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
17057,1,0,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17058,0,0,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
17059,0,0,60,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17060,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17061,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17062,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17063,1,0,60,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
17064,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
17065,1,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
17066,0,0,120,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17067,1,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17068,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17069,1,0,90,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17070,0,0,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17071,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
17072,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
17073,1,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
17074,0,0,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17075,1,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
17076,1,0,60,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17077,0,0,60,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
